InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
547400,20711,JUMBO BAG TOYS,1,22-03-11 16:56,4.13,,United Kingdom
536525,22429,ENAMEL MEASURING JUG CREAM,1,01-12-10 12:54,4.25,14078,United Kingdom
549771,22417,PACK OF 60 SPACEBOY CAKE CASES,9,12-04-11 11:43,0.55,14669,United Kingdom
565488,23070,EDWARDIAN HEART PHOTO FRAME,4,05-09-11 11:38,4.15,15307,United Kingdom
564912,20685,DOORMAT RED RETROSPOT,2,31-08-11 12:33,7.95,12490,France
555477,21770,OPEN CLOSED METAL SIGN,6,03-06-11 12:26,4.95,12359,Cyprus
C553378,POST,POSTAGE,-1,16-05-11 15:02,27.42,,United Kingdom
578927,22386,JUMBO BAG PINK POLKADOT,1,27-11-11 12:26,2.08,15747,United Kingdom
536544,21758,VINTAGE SHELLS PRINT,1,01-12-10 14:32,12.72,,United Kingdom
560534,21915,RED  HARMONICA IN BOX,12,19-07-11 12:10,1.25,14911,EIRE
573585,22742,MAKE YOUR OWN PLAYTIME CARD KIT,1,31-10-11 14:41,5.79,,United Kingdom
568549,20727,LUNCH BAG  BLACK SKULL.,10,27-09-11 14:52,1.65,13950,United Kingdom
562715,85099B,JUMBO BAG RED RETROSPOT,4,08-08-11 15:34,4.13,,United Kingdom
537240,21485,RETROSPOT HEART HOT WATER BOTTLE,1,06-12-10 10:08,11.02,,United Kingdom
571660,85049A,TRADITIONAL CHRISTMAS RIBBONS,12,18-10-11 12:49,1.25,16191,United Kingdom
577217,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,1,18-11-11 11:53,3.75,17324,United Kingdom
549981,22913,RED COAT RACK PARIS FASHION,1,13-04-11 15:49,4.95,16348,United Kingdom
551950,22361,GLASS JAR DAISY FRESH COTTON WOOL,6,05-05-11 11:38,2.95,14911,EIRE
577768,90003B,ROSE COLOUR PAIR HEART HAIR SLIDES,1,21-11-11 15:18,3.73,,United Kingdom
539436,22717,CARD DOG AND BALL,1,17-12-10 14:49,0.85,,United Kingdom
573545,23444,Next Day Carriage,1,31-10-11 13:12,15,16969,United Kingdom
544930,47599A,PINK PARTY BAGS,1,24-02-11 18:26,2.1,17472,United Kingdom
560448,22294,HEART FILIGREE DOVE  SMALL,24,19-07-11 9:29,1.25,12840,United Kingdom
562619,21791,VINTAGE HEADS AND TAILS CARD GAME,1,08-08-11 12:34,1.25,15311,United Kingdom
564974,22819,"BIRTHDAY CARD, RETRO SPOT",1,31-08-11 15:32,0.42,,United Kingdom
545105,22551,PLASTERS IN TIN SPACEBOY,12,28-02-11 11:58,1.65,12598,France
562680,20723,STRAWBERRY CHARLOTTE BAG,2,08-08-11 13:46,0.85,17954,United Kingdom
562923,22383,LUNCH BAG SUKI DESIGN,20,10-08-11 14:34,1.65,16996,United Kingdom
575607,21918,SET 12 KIDS COLOUR  CHALK STICKS,2,10-11-11 12:37,0.83,14096,United Kingdom
566757,22718,CARD CAT AND TREE,7,14-09-11 15:54,0.83,,United Kingdom
545063,21630,FLOOR CUSHION ELEPHANT CARNIVAL,1,27-02-11 14:26,8.95,14606,United Kingdom
570507,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,11-10-11 9:53,2.95,16561,United Kingdom
579694,20961,STRAWBERRY BATH SPONGE,1,30-11-11 14:11,2.46,,United Kingdom
540821,22317,FIVE CATS HANGING DECORATION,1,11-01-11 13:16,2.51,,United Kingdom
576926,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,17-11-11 10:59,1.45,14113,United Kingdom
573396,84596G,SMALL CHOCOLATES PINK BOWL,2,30-10-11 15:13,0.42,14723,United Kingdom
544690,22423,REGENCY CAKESTAND 3 TIER,16,23-02-11 8:48,10.95,14156,EIRE
568667,21828,EIGHT PIECE SNAKE  SET,1,28-09-11 13:00,1.25,14606,United Kingdom
C556818,21042,RED RETROSPOT APRON,-1,15-06-11 10:01,5.95,17284,United Kingdom
564757,22029,SPACEBOY BIRTHDAY CARD,1,30-08-11 10:36,0.83,,United Kingdom
562729,21154,RED RETROSPOT OVEN GLOVE,10,09-08-11 10:05,1.25,12569,Germany
565434,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,04-09-11 13:35,2.08,12867,United Kingdom
540681,20724,RED RETROSPOT CHARLOTTE BAG,1,10-01-11 16:25,1.66,,United Kingdom
537237,21942,SKULLS DESIGN FLANNEL,1,06-12-10 9:58,1.66,,United Kingdom
550279,22355,CHARLOTTE BAG SUKI DESIGN,10,15-04-11 13:16,0.85,14700,United Kingdom
548715,85049G,CHOCOLATE BOX RIBBONS,3,03-04-11 15:22,1.25,17758,United Kingdom
541414,21623,VINTAGE UNION JACK MEMOBOARD,2,17-01-11 16:14,9.95,18212,United Kingdom
560723,20802,SMALL GLASS SUNDAE DISH CLEAR,6,20-07-11 13:53,1.65,16464,United Kingdom
554941,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,2,27-05-11 13:53,1.25,16016,United Kingdom
553863,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2,19-05-11 14:05,4.25,13418,United Kingdom
548509,22666,RECIPE BOX PANTRY YELLOW DESIGN,12,31-03-11 15:00,2.95,14543,United Kingdom
558769,84581,DOG TOY WITH PINK CROCHET SKIRT,1,03-07-11 14:58,3.75,17899,United Kingdom
580904,21931,JUMBO STORAGE BAG SUKI,1,06-12-11 12:59,2.08,15311,United Kingdom
559817,22449,SILK PURSE BABUSHKA PINK,1,12-07-11 16:20,2.46,,United Kingdom
571712,22496,SET OF 2 ROUND TINS DUTCH CHEESE,3,18-10-11 16:46,2.95,14056,United Kingdom
547659,47590B,PINK HAPPY BIRTHDAY BUNTING,3,24-03-11 13:05,5.45,12434,Australia
561900,22030,SWALLOWS GREETING CARD,12,31-07-11 15:31,0.42,16655,United Kingdom
566274,21824,PAINTED METAL STAR WITH HOLLY BELLS,4,11-09-11 13:58,1.45,13884,United Kingdom
558700,21224,SET/4 SKULL BADGES,2,01-07-11 12:33,1.25,17920,United Kingdom
562980,21668,RED STRIPE CERAMIC DRAWER KNOB,12,11-08-11 11:44,1.25,17686,United Kingdom
553901,23084,RABBIT NIGHT LIGHT,6,19-05-11 17:48,2.08,14911,EIRE
578315,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,6,23-11-11 16:34,2.55,17725,United Kingdom
537852,22396,MAGNETS PACK OF 4 RETRO PHOTO,12,08-12-10 15:56,1.25,17340,United Kingdom
569202,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,1,30-09-11 17:22,8.29,,United Kingdom
575676,23404,HOME SWEET HOME BLACKBOARD,6,10-11-11 15:09,4.95,13499,United Kingdom
540187,21259,VICTORIAN SEWING BOX SMALL,2,05-01-11 13:53,5.95,15358,United Kingdom
569384,17091J,VANILLA INCENSE IN TIN,36,03-10-11 16:47,0.38,15159,United Kingdom
558814,22383,LUNCH BAG SUKI DESIGN,10,04-07-11 11:47,1.65,14049,United Kingdom
568671,22993,SET OF 4 PANTRY JELLY MOULDS,12,28-09-11 13:13,1.25,13139,United Kingdom
541253,21668,RED STRIPE CERAMIC DRAWER KNOB,5,16-01-11 13:51,1.25,17841,United Kingdom
577093,20711,JUMBO BAG TOYS,10,17-11-11 16:37,2.08,13089,United Kingdom
547243,21902,"KEY FOB , FRONT  DOOR",2,21-03-11 16:59,0.65,17231,United Kingdom
537638,22108,PING! MICROWAVE PLATE,1,07-12-10 15:28,3.36,,United Kingdom
C554100,15044D,RED PAPER PARASOL,-1,22-05-11 13:27,2.95,15555,United Kingdom
566060,22070,SMALL RED RETROSPOT MUG IN BOX,1,08-09-11 15:27,7.46,,United Kingdom
568791,48194,DOORMAT HEARTS,10,29-09-11 9:51,7.08,16650,United Kingdom
556243,21400,RED PUDDING SPOON,1,09-06-11 16:07,0.42,,United Kingdom
559052,20978,36 PENCILS TUBE SKULLS,1,05-07-11 16:53,2.46,,United Kingdom
552668,22131,FOOD CONTAINER SET 3 LOVE HEART,1,10-05-11 15:05,4.13,,United Kingdom
566787,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,10,15-09-11 10:31,4.13,,United Kingdom
578942,22597,MUSICAL ZINC HEART DECORATION,1,27-11-11 13:29,0.29,17288,United Kingdom
547383,22453,MEASURING TAPE BABUSHKA BLUE,6,22-03-11 15:42,2.95,12613,Germany
554704,22429,ENAMEL MEASURING JUG CREAM,4,26-05-11 10:09,4.25,15658,United Kingdom
559544,21179,NO JUNK MAIL METAL SIGN,1,10-07-11 13:52,0.39,17126,United Kingdom
544040,22083,PAPER CHAIN KIT RETROSPOT,1,15-02-11 11:40,2.95,14701,United Kingdom
543828,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,14-02-11 9:45,2.95,14156,EIRE
552229,15058A,BLUE POLKADOT GARDEN PARASOL,1,06-05-11 15:40,10.79,,United Kingdom
550632,21770,OPEN CLOSED METAL SIGN,1,19-04-11 14:56,4.95,16907,United Kingdom
571284,82583,HOT BATHS METAL SIGN,3,16-10-11 14:07,2.1,14562,United Kingdom
574852,22059,CERAMIC STRAWBERRY DESIGN MUG,1,07-11-11 12:04,1.49,15493,United Kingdom
545717,15056n,EDWARDIAN PARASOL NATURAL,1,07-03-11 10:15,12.46,,United Kingdom
538826,22214,CANDLE PLATE LACE WHITE,24,14-12-10 12:58,2.55,12370,Cyprus
567665,21314,SMALL GLASS HEART TRINKET POT,2,21-09-11 15:22,4.13,,United Kingdom
567628,22959,WRAP CHRISTMAS VILLAGE,25,21-09-11 13:01,0.42,14060,United Kingdom
537240,22633,HAND WARMER UNION JACK,3,06-12-10 10:08,4.21,,United Kingdom
560937,21220,SET/4 BADGES DOGS,1,22-07-11 10:52,1.25,17920,United Kingdom
539739,22485,SET OF 2 WOODEN MARKET CRATES,1,21-12-10 15:19,25.49,,United Kingdom
545059,22716,CARD CIRCUS PARADE,12,27-02-11 13:04,0.42,14157,United Kingdom
540954,21723,ALPHABET HEARTS STICKER SHEET,3,12-01-11 13:19,0.85,14606,United Kingdom
566591,23201,JUMBO BAG ALPHABET,10,13-09-11 14:53,2.08,16036,United Kingdom
578067,23626,SET 10 CARDS DINKY TREE 17076,1,22-11-11 15:43,2.49,,United Kingdom
546856,22614,PACK OF 12 SPACEBOY TISSUES,24,17-03-11 14:12,0.29,15433,United Kingdom
569001,22897,OVEN MITT APPLES DESIGN,10,29-09-11 17:52,1.45,12703,Germany
554824,20724,RED RETROSPOT CHARLOTTE BAG,10,26-05-11 14:21,0.85,15785,United Kingdom
542000,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,6,25-01-11 10:49,2.95,14257,United Kingdom
557502,22383,LUNCH BAG SUKI DESIGN,1,20-06-11 15:32,4.13,,United Kingdom
558774,22663,JUMBO BAG DOLLY GIRL DESIGN,4,04-07-11 10:17,2.46,,United Kingdom
564740,23324,RUSTIC STRAWBERRY JAM POT LARGE,2,28-08-11 14:39,2.08,14044,United Kingdom
542611,22893,MINI CAKE STAND T-LIGHT HOLDER,24,30-01-11 14:13,0.42,15415,United Kingdom
556876,22908,PACK OF 20 NAPKINS RED APPLES,1,15-06-11 11:56,0.85,16241,United Kingdom
578661,23188,VINTAGE  2 METRE FOLDING RULER,12,24-11-11 16:46,1.65,18188,United Kingdom
575183,23215,JINGLE BELL HEART ANTIQUE SILVER,12,09-11-11 8:36,2.08,13046,United Kingdom
538190,82482,WOODEN PICTURE FRAME WHITE FINISH,3,10-12-10 10:47,2.55,17790,United Kingdom
578288,21624,VINTAGE UNION JACK DOORSTOP,1,23-11-11 14:05,5.95,12748,United Kingdom
567191,22383,LUNCH BAG SUKI DESIGN,10,19-09-11 9:15,1.65,12562,France
541999,21533,RETROSPOT LARGE MILK JUG,1,25-01-11 10:45,9.96,,United Kingdom
552672,85123a,WHITE HANGING HEART T-LIGHT HOLDER,1,10-05-11 15:06,6.63,,United Kingdom
563360,23110,PARISIENNE KEY CABINET,2,15-08-11 15:06,5.75,15023,United Kingdom
559338,15058B,PINK POLKADOT GARDEN PARASOL,1,07-07-11 16:30,10.79,,United Kingdom
543981,22934,BAKING MOULD EASTER EGG WHITE CHOC,6,15-02-11 8:18,2.95,15358,United Kingdom
580506,22941,CHRISTMAS LIGHTS 10 REINDEER,10,04-12-11 13:34,8.5,13319,United Kingdom
C539568,82486,WOOD S/3 CABINET ANT WHITE FINISH,-6,20-12-10 11:59,7.95,13267,United Kingdom
561396,23110,PARISIENNE KEY CABINET,4,27-07-11 10:40,5.75,13458,United Kingdom
565854,21354,TOAST ITS - BEST MUM,12,07-09-11 13:22,1.25,12490,France
569846,23296,SET OF 6 TEA TIME BAKING CASES,12,06-10-11 13:42,1.25,13422,United Kingdom
559863,47503H,ASS FLORAL PRINT SPIRIT LEVEL,1,13-07-11 10:33,0.79,15039,United Kingdom
580610,22083,PAPER CHAIN KIT RETROSPOT,2,05-12-11 11:48,6.63,,United Kingdom
550987,22195,LARGE HEART MEASURING SPOONS,1,21-04-11 18:10,3.29,,United Kingdom
557397,22660,DOORMAT I LOVE LONDON,1,20-06-11 11:23,7.95,17897,United Kingdom
577768,90192,JADE DROP EARRINGS W FILIGREE,1,21-11-11 15:18,4.98,,United Kingdom
559921,21984,PACK OF 12 PINK PAISLEY TISSUES,1,13-07-11 15:42,0.29,13667,United Kingdom
552817,23191,BUNDLE OF 3 RETRO NOTE BOOKS,12,11-05-11 12:47,1.65,13136,United Kingdom
546528,21439,BASKET OF TOADSTOOLS,24,14-03-11 13:04,1.25,15311,United Kingdom
547223,22251,BIRDHOUSE DECORATION MAGIC GARDEN,10,21-03-11 15:10,1.25,12867,United Kingdom
569677,22945,CHRISTMAS METAL TAGS ASSORTED,12,05-10-11 14:14,0.85,15106,United Kingdom
559923,84596F,SMALL MARSHMALLOWS PINK BOWL,6,13-07-11 16:07,0.83,,United Kingdom
576364,23493,VINTAGE DOILY TRAVEL SEWING KIT,5,14-11-11 17:40,1.95,15009,United Kingdom
544186,22073,RED RETROSPOT STORAGE JAR,1,16-02-11 15:56,7.46,,United Kingdom
546649,DOT,DOTCOM POSTAGE,1,15-03-11 14:17,133.13,,United Kingdom
565917,22995,TRAVEL CARD WALLET SUKI,1,07-09-11 16:15,0.83,,United Kingdom
576593,84879,ASSORTED COLOUR BIRD ORNAMENT,2,15-11-11 14:48,1.69,15720,United Kingdom
554956,84997c,CHILDRENS CUTLERY POLKADOT BLUE,8,27-05-11 15:17,8.29,,United Kingdom
560776,22090,PAPER BUNTING RETROSPOT,6,21-07-11 8:44,2.95,13995,United Kingdom
580188,22114,HOT WATER BOTTLE TEA AND SYMPATHY,6,02-12-11 12:02,4.25,16440,United Kingdom
544111,22652,TRAVEL SEWING KIT,30,16-02-11 11:18,1.65,16126,United Kingdom
C557663,22630,DOLLY GIRL LUNCH BOX,-9,21-06-11 17:59,1.95,,EIRE
568095,90059A,DIAMANTE HAIR GRIP PACK/2 CRYSTAL,6,23-09-11 14:49,1.65,14911,EIRE
537237,47593B,SCOTTIE DOGS BABY BIB,4,06-12-10 9:58,0.85,,United Kingdom
548007,22499,WOODEN UNION JACK BUNTING,3,29-03-11 10:51,5.95,13769,United Kingdom
580730,23289,DOLLY GIRL CHILDRENS BOWL,1,05-12-11 17:28,2.46,,United Kingdom
540276,20727,LUNCH BAG  BLACK SKULL.,30,06-01-11 12:16,1.65,14680,United Kingdom
576189,22537,MAGIC DRAWING SLATE DINOSAUR,2,14-11-11 11:33,0.42,14684,United Kingdom
570688,22364,GLASS JAR DIGESTIVE BISCUITS,1,11-10-11 16:29,5.79,,United Kingdom
573937,21509,COWBOYS AND INDIANS BIRTHDAY CARD,12,02-11-11 10:40,0.42,15830,United Kingdom
574315,85066,CREAM SWEETHEART MINI CHEST,4,03-11-11 17:53,12.75,17076,United Kingdom
572719,21314,SMALL GLASS HEART TRINKET POT,8,25-10-11 15:03,2.1,13871,United Kingdom
541677,82494L,WOODEN FRAME ANTIQUE WHITE,12,20-01-11 14:01,2.95,12747,United Kingdom
577816,21210,SET OF 72 RETROSPOT PAPER  DOILIES,48,22-11-11 9:17,1.45,18139,United Kingdom
559039,22405,MONEY BOX POCKET MONEY DESIGN,2,05-07-11 15:32,2.46,,United Kingdom
566221,21086,SET/6 RED SPOTTY PAPER CUPS,4,09-09-11 16:13,1.63,,United Kingdom
550500,22535,MAGIC DRAWING SLATE BUNNIES,4,18-04-11 15:26,0.83,,United Kingdom
554986,22628,PICNIC BOXES SET OF 3 RETROSPOT,4,29-05-11 12:35,4.95,14451,United Kingdom
548562,23049,RECYCLED ACAPULCO MAT RED,2,01-04-11 10:18,8.25,,Israel
542936,22692,DOORMAT WELCOME TO OUR HOME,1,02-02-11 11:10,7.95,,United Kingdom
564650,21561,DINOSAUR LUNCH BOX WITH CUTLERY,60,26-08-11 14:17,2.1,14646,Netherlands
540980,84596E,SMALL LICORICE DES PINK BOWL,1,12-01-11 15:22,1.25,14514,United Kingdom
563353,22818,CARD CHRISTMAS VILLAGE,12,15-08-11 14:32,0.42,15480,Malta
573183,84596F,SMALL MARSHMALLOWS PINK BOWL,1,28-10-11 11:33,0.42,15028,United Kingdom
561513,23292,SPACEBOY CHILDRENS CUP,2,27-07-11 15:12,2.46,,United Kingdom
565851,22320,BIRDS MOBILE VINTAGE DESIGN,6,07-09-11 13:06,5.95,14911,EIRE
575138,82494l,WOODEN FRAME ANTIQUE WHITE,2,08-11-11 15:24,8.29,,United Kingdom
571465,M,Manual,1,17-10-11 14:29,0.85,14830,United Kingdom
571508,82484,WOOD BLACK BOARD ANT WHITE FINISH,1,17-10-11 15:27,16.63,,United Kingdom
541850,22423,REGENCY CAKESTAND 3 TIER,1,23-01-11 13:58,12.75,14224,United Kingdom
536592,22142,CHRISTMAS CRAFT WHITE FAIRY,1,01-12-10 17:06,3.36,,United Kingdom
580162,22086,PAPER CHAIN KIT 50'S CHRISTMAS,3,02-12-11 10:52,2.95,12856,United Kingdom
578065,82567,"AIRLINE LOUNGE,METAL SIGN",1,22-11-11 15:41,1.63,,United Kingdom
547046,37482P,CUBIC MUG PINK POLKADOT,12,20-03-11 11:43,0.39,13725,United Kingdom
540551,22795,SWEETHEART RECIPE BOOK STAND,1,10-01-11 9:43,13.57,,United Kingdom
580956,23302,KNEELING MAT HOUSEWORK  DESIGN,1,06-12-11 14:23,0.79,17841,United Kingdom
553890,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,2,19-05-11 16:32,0.83,,United Kingdom
580956,82001S,SILVER RECORD COVER FRAME,3,06-12-11 14:23,3.75,17841,United Kingdom
537393,22629,SPACEBOY LUNCH BOX,24,06-12-10 13:59,1.95,13089,United Kingdom
553546,22620,4 TRADITIONAL SPINNING TOPS,320,17-05-11 15:42,1.25,12415,Australia
548160,22147,FELTCRAFT BUTTERFLY HEARTS,12,29-03-11 13:33,1.45,16253,United Kingdom
538148,18098c,PORCELAIN BUTTERFLY OIL BURNER,1,09-12-10 16:26,5.06,,United Kingdom
550458,21985,PACK OF 12 HEARTS DESIGN TISSUES,1,18-04-11 13:13,0.83,,United Kingdom
571283,23110,PARISIENNE KEY CABINET,1,16-10-11 13:51,5.75,16533,United Kingdom
536544,22620,4 TRADITIONAL SPINNING TOPS,7,01-12-10 14:32,2.51,,United Kingdom
546933,22679,FRENCH BLUE METAL DOOR SIGN 4,4,18-03-11 11:02,0,,United Kingdom
545464,22766,PHOTO FRAME CORNICE,6,03-03-11 9:10,5.79,,United Kingdom
537646,22921,HERB MARKER CHIVES,2,07-12-10 15:39,0.65,17591,United Kingdom
574746,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,24,07-11-11 8:30,6.95,16523,United Kingdom
581131,22383,LUNCH BAG SUKI DESIGN,2,07-12-11 12:51,1.65,16393,United Kingdom
566408,82567,"AIRLINE LOUNGE,METAL SIGN",6,12-09-11 13:43,2.1,16984,United Kingdom
556473,21294,ETCHED GLASS COASTER,6,12-06-11 12:00,0.39,17265,United Kingdom
539647,21944,KITTENS DESIGN FLANNEL,2,20-12-10 16:08,0.85,15460,United Kingdom
571441,21914,BLUE HARMONICA IN BOX,9,17-10-11 13:31,2.46,14096,United Kingdom
559289,20724,RED RETROSPOT CHARLOTTE BAG,3,07-07-11 12:22,0.85,15719,United Kingdom
563854,21327,SKULLS WRITING SET,12,19-08-11 15:24,1.65,12364,Belgium
575972,23266,SET OF 3 WOODEN STOCKING DECORATION,1,13-11-11 13:01,1.25,14499,United Kingdom
541975,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,6,24-01-11 14:24,3.75,,Hong Kong
544645,21731,RED TOADSTOOL LED NIGHT LIGHT,24,22-02-11 11:58,1.65,16843,United Kingdom
538078,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,6,09-12-10 14:25,2.95,16255,United Kingdom
540168,21210,SET OF 72 RETROSPOT PAPER  DOILIES,2,05-01-11 12:15,1.45,13715,United Kingdom
551686,23284,DOORMAT KEEP CALM AND COME IN,1,03-05-11 12:53,7.95,13668,United Kingdom
575176,85199S,SMALL HANGING IVORY/RED WOOD BIRD,2,08-11-11 18:29,0.83,,United Kingdom
558872,23250,VINTAGE RED TRIM ENAMEL BOWL,12,04-07-11 13:19,1.25,17464,United Kingdom
549286,22082,RIBBON REEL STRIPES DESIGN,1,07-04-11 18:03,1.65,17928,United Kingdom
558680,22352,LUNCH BOX WITH CUTLERY RETROSPOT,1,01-07-11 11:19,4.96,,United Kingdom
571548,21888,BINGO SET,4,18-10-11 7:56,3.75,15505,United Kingdom
C553748,22194,BLACK DINER WALL CLOCK,-2,19-05-11 9:57,8.5,16676,United Kingdom
537434,22311,OFFICE MUG WARMER BLACK+SILVER,4,06-12-10 16:57,5.91,,United Kingdom
566195,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,24,09-09-11 13:44,2.55,12433,Norway
576617,22818,CARD CHRISTMAS VILLAGE,19,15-11-11 16:57,0.42,,United Kingdom
560255,22372,AIRLINE BAG VINTAGE WORLD CHAMPION,2,17-07-11 13:08,4.25,16054,United Kingdom
561219,21884,CAKES AND BOWS GIFT  TAPE,24,26-07-11 8:51,0.65,18180,United Kingdom
572889,21722,SWEET PUDDING STICKER SHEET,3,26-10-11 13:56,0.85,12748,United Kingdom
566203,21584,RETROSPOT SMALL TUBE MATCHES,6,09-09-11 14:47,1.65,16362,United Kingdom
575929,22189,CREAM HEART CARD HOLDER,4,11-11-11 17:23,3.95,13310,United Kingdom
580693,22219,LOVEBIRD HANGING DECORATION WHITE,12,05-12-11 15:59,0.85,15690,United Kingdom
569224,22633,HAND WARMER UNION JACK,1,02-10-11 14:00,2.1,15701,United Kingdom
542227,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,26-01-11 13:33,4.95,14243,United Kingdom
572108,23471,SIX DRAWER OFFICE TIDY,2,20-10-11 18:08,9.95,15814,United Kingdom
565312,22907,PACK OF 20 NAPKINS PANTRY DESIGN,4,02-09-11 12:37,0.85,14527,United Kingdom
573585,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,31-10-11 14:41,7.46,,United Kingdom
576303,20829,GLITTER HANGING BUTTERFLY STRING,2,14-11-11 14:51,2.1,15532,United Kingdom
537219,22835,HOT WATER BOTTLE I AM SO POORLY,1,05-12-10 15:47,4.65,14081,United Kingdom
544323,85114B,IVORY ENCHANTED FOREST PLACEMAT,4,17-02-11 15:51,3.29,,United Kingdom
555284,21865,PINK UNION JACK  PASSPORT COVER,6,02-06-11 9:37,1.69,14298,United Kingdom
538799,20676,RED RETROSPOT BOWL,2,14-12-10 11:48,1.25,15039,United Kingdom
567239,22730,ALARM CLOCK BAKELIKE IVORY,12,19-09-11 11:33,3.75,14735,United Kingdom
556733,37448,CERAMIC CAKE DESIGN SPOTTED MUG,3,14-06-11 11:53,1.49,16919,United Kingdom
559982,22423,REGENCY CAKESTAND 3 TIER,2,14-07-11 11:34,12.75,12915,United Kingdom
562602,22630,DOLLY GIRL LUNCH BOX,12,08-08-11 10:11,1.95,12865,Austria
542503,84946,ANTIQUE SILVER TEA GLASS ETCHED,12,28-01-11 11:58,1.25,16327,United Kingdom
579512,22994,TRAVEL CARD WALLET RETROSPOT,4,29-11-11 16:47,0.83,,United Kingdom
567873,84378,SET OF 3 HEART COOKIE CUTTERS,12,22-09-11 14:25,1.45,13055,United Kingdom
581219,20669,RED HEART LUGGAGE TAG,1,08-12-11 9:28,2.46,,United Kingdom
556056,23309,SET OF 60 I LOVE LONDON CAKE CASES,6,08-06-11 13:35,0.55,17841,United Kingdom
542006,22464,HANGING METAL HEART LANTERN,12,25-01-11 11:20,1.65,15218,United Kingdom
573066,22919,HERB MARKER MINT,12,27-10-11 13:53,0.65,16026,United Kingdom
538629,21819,GLITTER CHRISTMAS STAR,3,13-12-10 13:10,0.85,17799,United Kingdom
570210,22844,VINTAGE CREAM DOG FOOD CONTAINER,1,09-10-11 10:48,8.5,13259,United Kingdom
550636,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,1,19-04-11 15:37,0.83,,United Kingdom
545215,22726,ALARM CLOCK BAKELIKE GREEN,2,28-02-11 16:47,7.46,,United Kingdom
575759,23481,PEARLISED IVORY HEART SMALL,10,11-11-11 10:50,1.25,,France
581580,37500,TEA TIME TEAPOT IN GIFT BOX,1,09-12-11 12:20,4.95,12748,United Kingdom
545681,21174,POTTERING IN THE SHED METAL SIGN,6,06-03-11 11:28,2.08,16923,United Kingdom
575039,22940,FELTCRAFT CHRISTMAS FAIRY,1,08-11-11 11:53,4.25,15005,United Kingdom
548234,22662,LUNCH BAG DOLLY GIRL DESIGN,20,30-03-11 10:32,1.65,17594,United Kingdom
581217,22574,HEART WOODEN CHRISTMAS DECORATION,7,08-12-11 9:20,1.63,,United Kingdom
580367,21791,VINTAGE HEADS AND TAILS CARD GAME,2,02-12-11 16:39,2.46,,United Kingdom
539080,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,16-12-10 8:41,3.95,16607,United Kingdom
565151,23165,LARGE CERAMIC TOP STORAGE JAR,1,01-09-11 14:29,1.65,16923,United Kingdom
C538115,22230,JIGSAW TREE WITH WATERING CAN,-12,09-12-10 15:30,0.85,16817,United Kingdom
575983,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,13-11-11 13:45,2.95,13379,United Kingdom
552695,23078,ICE CREAM PEN LIP GLOSS,24,10-05-11 15:31,1.25,16320,Unspecified
546856,20726,LUNCH BAG WOODLAND,10,17-03-11 14:12,1.65,15433,United Kingdom
573340,23005,TRAVEL CARD WALLET I LOVE LONDON,2,30-10-11 11:55,0.42,14159,United Kingdom
565147,21791,VINTAGE HEADS AND TAILS CARD GAME,12,01-09-11 13:53,1.25,16187,United Kingdom
572058,21739,COSY SLIPPER SHOES SMALL GREEN,1,20-10-11 12:43,2.95,18252,United Kingdom
543096,22242,5 HOOK HANGER MAGIC TOADSTOOL,1,03-02-11 11:39,1.65,14044,United Kingdom
536876,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,8,03-12-10 11:36,2.13,,United Kingdom
581473,22086,PAPER CHAIN KIT 50'S CHRISTMAS,3,08-12-11 19:57,2.95,12748,United Kingdom
545065,21936,RED RETROSPOT PICNIC BAG,5,27-02-11 14:43,2.95,12431,Australia
542269,22783,SET 3 WICKER OVAL BASKETS W LIDS,2,27-01-11 9:33,19.95,14442,Channel Islands
C561104,22666,RECIPE BOX PANTRY YELLOW DESIGN,-3,25-07-11 11:36,2.95,12576,Poland
552670,84795b,SUNSET CHECK HAMMOCK,1,10-05-11 15:06,16.63,,United Kingdom
576052,23294,SET OF 6 SNACK LOAF BAKING CASES,1,13-11-11 14:48,0.83,15787,United Kingdom
577358,23284,DOORMAT KEEP CALM AND COME IN,1,18-11-11 15:59,15.79,,United Kingdom
