"InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country","Revenue" 
"558458","22193","RED DINER WALL CLOCK",2,"29-06-11 14:17",8.5,"14527","United Kingdom",17.0
"558558","22498","WOODEN REGATTA BUNTING",3,"30-06-11 13:17",5.95,"17841","United Kingdom",17.85
"536381","47580","TEA TIME DES TEA COSY",2,"01-12-10 9:41",2.55,"15311","United Kingdom",5.1
"555561","22470","HEART OF WICKER LARGE",12,"05-06-11 14:38",2.95,"16654","United Kingdom",35.4
"577506","22897","OVEN MITT APPLES DESIGN",1,"20-11-11 12:40",1.45,"13212","United Kingdom",1.45
"574877","21264","WHITE GOOSE FEATHER TREE 60CM",12,"07-11-11 13:17",1.95,"16637","United Kingdom",23.4
"580956","85114B","IVORY ENCHANTED FOREST PLACEMAT",6,"06-12-11 14:23",1.65,"17841","United Kingdom",9.9
"560555","21932","SCANDINAVIAN PAISLEY PICNIC BAG",2,"19-07-11 13:01",1.65,"14178","United Kingdom",3.3
"537396","22423","REGENCY CAKESTAND 3 TIER",6,"06-12-10 14:08",12.75,"17223","United Kingdom",76.5
"546646","22548","HEADS AND TAILS SPORTING FUN",2,"15-03-11 13:49",1.25,"13716","United Kingdom",2.5
"546252","22740","POLKADOT PEN",48,"10-03-11 14:42",0.85,"14930","Channel Islands",40.8
"551305","22219","LOVEBIRD HANGING DECORATION WHITE",12,"27-04-11 14:58",0.85,"16145","United Kingdom",10.2
"540163","22178","VICTORIAN GLASS HANGING T-LIGHT",36,"05-01-11 11:52",1.25,"13089","United Kingdom",45.0
"580697","23512","EMBROIDERED RIBBON REEL ROSIE",1,"05-12-11 16:05",2.08,"15984","United Kingdom",2.08
"551281","82582","AREA PATROLLED METAL SIGN",4,"27-04-11 13:31",2.1,"13571","United Kingdom",8.4
"568880","22733","3D TRADITIONAL CHRISTMAS STICKERS",1,"29-09-11 12:39",1.25,"14524","United Kingdom",1.25
"544790","21671","RED SPOT CERAMIC DRAWER KNOB",24,"23-02-11 12:27",1.25,"16940","United Kingdom",30.0
"564301","72351B","SET/6 PINK  BUTTERFLY T-LIGHTS",12,"24-08-11 11:54",2.1,"14299","United Kingdom",25.2
"564719","21136","PAINTED METAL PEARS ASSORTED",4,"28-08-11 11:55",1.69,"15325","United Kingdom",6.76
"566305","23320","GIANT 50'S CHRISTMAS CRACKER",12,"12-09-11 9:26",2.89,"14110","United Kingdom",34.68
"576087","23202","JUMBO BAG VINTAGE LEAF",10,"14-11-11 8:31",2.08,"12689","France",20.8
"577773","23155","KNICKERBOCKERGLORY MAGNET ASSORTED",1,"21-11-11 15:57",0.83,"16712","United Kingdom",0.83
"565932","22079","RIBBON REEL HEARTS DESIGN",5,"08-09-11 10:35",1.65,"16418","United Kingdom",8.25
"574060","23480","MINI LIGHTS WOODLAND MUSHROOMS",4,"02-11-11 14:16",3.75,"16531","United Kingdom",15.0
"577809","23243","SET OF TEA COFFEE SUGAR TINS PANTRY",4,"22-11-11 8:34",4.95,"12584","Italy",19.8
"571408","51014C","FEATHER PEN,COAL BLACK",12,"17-10-11 12:22",0.39,"15012","United Kingdom",4.68
"567612","22465","HANGING METAL STAR LANTERN",12,"21-09-11 11:48",1.65,"17164","United Kingdom",19.8
"569669","21094","SET/6 RED SPOTTY PAPER PLATES",4,"05-10-11 13:47",0.85,"14730","United Kingdom",3.4
"569224","22866","HAND WARMER SCOTTY DOG DESIGN",1,"02-10-11 14:00",2.1,"15701","United Kingdom",2.1
"580500","84970S","HANGING HEART ZINC T-LIGHT HOLDER",12,"04-12-11 12:52",0.85,"17131","United Kingdom",10.2
"559289","22663","JUMBO BAG DOLLY GIRL DESIGN",2,"07-07-11 12:22",2.08,"15719","United Kingdom",4.16
"539325","22922","FRIDGE MAGNETS US DINER ASSORTED",12,"17-12-10 8:20",0.85,"13004","United Kingdom",10.2
"568166","21829","DINOSAUR KEYRINGS ASSORTED",36,"25-09-11 12:45",0.21,"14800","United Kingdom",7.56
"578926","21770","OPEN CLOSED METAL SIGN",1,"27-11-11 12:24",4.95,"18156","United Kingdom",4.95
"570467","21976","PACK OF 60 MUSHROOM CAKE CASES",24,"10-10-11 16:06",0.55,"12607","USA",13.2
"569515","22906","12 MESSAGE CARDS WITH ENVELOPES",24,"04-10-11 13:58",1.65,"15181","United Kingdom",39.6
"563903","22380","TOY TIDY SPACEBOY",6,"21-08-11 11:15",2.1,"17068","United Kingdom",12.6
"553921","22329","ROUND CONTAINER SET OF 5 RETROSPOT",12,"20-05-11 9:08",1.65,"13376","United Kingdom",19.8
"580049","23497","CLASSIC CHROME BICYCLE BELL",12,"01-12-11 12:54",1.45,"13599","United Kingdom",17.4
"563572","23127","FELTCRAFT GIRL NICOLE KIT",1,"17-08-11 15:00",4.95,"16734","United Kingdom",4.95
"551687","85049G","CHOCOLATE BOX RIBBONS",12,"03-05-11 13:22",1.25,"14135","United Kingdom",15.0
"576834","23130","MISTLETOE HEART WREATH GREEN",8,"16-11-11 15:10",4.15,"13458","United Kingdom",33.2
"568201","21744","SNOWFLAKE PORTABLE TABLE LIGHT",2,"25-09-11 14:58",2.95,"14712","United Kingdom",5.9
"574677","23367","SET 12 COLOUR PENCILS SPACEBOY",3,"06-11-11 12:32",0.65,"16445","United Kingdom",1.95
"568156","22112","CHOCOLATE HOT WATER BOTTLE",1,"25-09-11 12:16",4.95,"14367","United Kingdom",4.95
"553195","22435","SET OF 9 HEART SHAPED BALLOONS",12,"15-05-11 13:45",1.25,"12599","France",15.0
"540994","20685","DOORMAT RED RETROSPOT",4,"13-01-11 9:29",7.95,"13089","United Kingdom",31.8
"575515","23170","REGENCY TEA PLATE ROSES",24,"10-11-11 10:41",1.65,"17315","United Kingdom",39.6
"559168","22920","HERB MARKER BASIL",2,"06-07-11 17:05",0.65,"13263","United Kingdom",1.3
"580713","22782","SET 3 WICKER STORAGE BASKETS",3,"05-12-11 16:37",24.95,"18030","United Kingdom",74.85
"550607","22660","DOORMAT I LOVE LONDON",2,"19-04-11 12:17",7.95,"16919","United Kingdom",15.9
"541813","22718","CARD CAT AND TREE",12,"21-01-11 15:36",0.42,"18239","United Kingdom",5.04
"574681","21509","COWBOYS AND INDIANS BIRTHDAY CARD",12,"06-11-11 12:41",0.42,"15156","United Kingdom",5.04
"569892","22138","BAKING SET 9 PIECE RETROSPOT",3,"06-10-11 15:48",4.95,"15937","United Kingdom",14.85
"558812","22326","ROUND SNACK BOXES SET OF4 WOODLAND",12,"04-07-11 11:35",2.95,"16265","United Kingdom",35.4
"579161","22356","CHARLOTTE BAG PINK POLKADOT",1,"28-11-11 13:56",0.85,"17379","United Kingdom",0.85
"561894","22434","BALLOON PUMP WITH 10 BALLOONS",1,"31-07-11 15:00",1.95,"14456","United Kingdom",1.95
"544569","22786","CUSHION COVER PINK UNION JACK",3,"21-02-11 12:58",5.95,"16980","United Kingdom",17.85
"581414","22379","RECYCLING BAG RETROSPOT",1,"08-12-11 14:39",2.1,"14730","United Kingdom",2.1
"572066","22727","ALARM CLOCK BAKELIKE RED",8,"20-10-11 13:07",3.75,"15159","United Kingdom",30.0
"549667","21912","VINTAGE SNAKES & LADDERS",4,"11-04-11 12:20",3.75,"14911","EIRE",15.0
"572074","23168","CLASSIC CAFE SUGAR DISPENSER",1,"20-10-11 13:54",1.25,"16284","United Kingdom",1.25
"561040","23306","SET OF 36 DOILIES PANTRY DESIGN",12,"24-07-11 12:05",1.45,"12431","Australia",17.4
"553911","21034","REX CASH+CARRY JUMBO SHOPPER",3,"19-05-11 19:02",0.95,"18168","United Kingdom",2.85
"570488","21993","FLORAL FOLK STATIONERY SET",5,"10-10-11 17:12",2.46,"14096","United Kingdom",12.3
"554993","20718","RED RETROSPOT SHOPPER BAG",5,"29-05-11 14:13",1.25,"17051","United Kingdom",6.25
"574965","23084","RABBIT NIGHT LIGHT",7,"08-11-11 10:44",2.08,"17964","United Kingdom",14.56
"538853","15036","ASSORTED COLOURS SILK FAN",12,"14-12-10 13:35",0.75,"16805","United Kingdom",9.0
"581233","22622","BOX OF VINTAGE ALPHABET BLOCKS",2,"08-12-11 10:33",11.95,"13436","United Kingdom",23.9
"576704","22526","WHEELBARROW FOR CHILDREN",1,"16-11-11 12:29",12.75,"14527","United Kingdom",12.75
"561859","79063D","RETRO PILL BOX , REVOLUTIONARY",40,"29-07-11 17:19",0.19,"17750","United Kingdom",7.6
"579450","84378","SET OF 3 HEART COOKIE CUTTERS",774,"29-11-11 13:59",1.25,"12901","United Kingdom",967.5
"580678","21942","SKULLS DESIGN FLANNEL",5,"05-12-11 14:49",0.39,"18015","United Kingdom",1.95
"540946","20705","MRS ROBOT SOFT TOY",8,"12-01-11 12:43",1.95,"12359","Cyprus",15.6
"575342","22946","WOODEN ADVENT CALENDAR CREAM",6,"09-11-11 14:44",16.95,"17528","United Kingdom",101.7
"543799","21755","LOVE BUILDING BLOCK WORD",4,"13-02-11 11:22",5.95,"17236","United Kingdom",23.8
"562537","23110","PARISIENNE KEY CABINET",2,"05-08-11 15:02",5.75,"12517","Germany",11.5
"577557","23399","HOME SWEET HOME HANGING HEART",1,"20-11-11 15:36",0.85,"15426","United Kingdom",0.85
"574655","22941","CHRISTMAS LIGHTS 10 REINDEER",1,"06-11-11 11:35",8.5,"16466","United Kingdom",8.5
"544900","22245","HOOK, 1 HANGER ,MAGIC GARDEN",12,"24-02-11 12:41",0.85,"15121","United Kingdom",10.2
"547663","22563","HAPPY STENCIL CRAFT",2,"24-03-11 13:16",1.25,"16022","United Kingdom",2.5
"555407","23170","REGENCY TEA PLATE ROSES",12,"03-06-11 7:48",1.65,"12775","Netherlands",19.8
"573353","21876","POTTERING MUG",4,"30-10-11 12:39",1.65,"16115","United Kingdom",6.6
"544406","22616","PACK OF 12 LONDON TISSUES",6,"18-02-11 13:26",0.29,"16726","United Kingdom",1.74
"568917","23102","SILVER HEARTS TABLE DECORATION",12,"29-09-11 14:11",0.83,"15955","United Kingdom",9.96
"567423","23286","BLUE VINTAGE SPOT BEAKER",1878,"20-09-11 11:05",1.08,"17450","United Kingdom",2028.24
"562428","90205A","LARGE MINT DIAMANTE HAIRSLIDE",4,"04-08-11 17:22",1.65,"17267","United Kingdom",6.6
"571846","84836","ZINC METAL HEART DECORATION",2,"19-10-11 12:35",1.25,"17841","United Kingdom",2.5
"570443","22277","COSMETIC BAG VINTAGE ROSE PAISLEY",100,"10-10-11 14:37",1.85,"17203","United Kingdom",185.0
"547359","20973","12 PENCIL SMALL TUBE WOODLAND",3,"22-03-11 12:27",0.65,"15719","United Kingdom",1.95
"569222","23175","REGENCY MILK JUG PINK",4,"02-10-11 13:46",3.25,"15906","United Kingdom",13.0
"563353","23171","REGENCY TEA PLATE GREEN",12,"15-08-11 14:32",1.65,"15480","Malta",19.8
"554819","90125D","PURPLE BERTIE GLASS BEAD BAG CHARM",1,"26-05-11 14:09",2.1,"17550","United Kingdom",2.1
"581166","21976","PACK OF 60 MUSHROOM CAKE CASES",1,"07-12-11 14:43",0.55,"15525","United Kingdom",0.55
"570249","22739","RIBBON REEL CHRISTMAS SOCK BAUBLE",10,"10-10-11 8:58",1.65,"17509","United Kingdom",16.5
"578305","23407","SET OF 2 TRAYS HOME SWEET HOME",18,"23-11-11 15:44",8.49,"14088","United Kingdom",152.82
"540016","22862","LOVE HEART NAPKIN BOX",8,"04-01-11 11:42",4.25,"16282","United Kingdom",34.0
"546635","22530","MAGIC DRAWING SLATE DOLLY GIRL",15,"15-03-11 12:11",0.42,"16392","United Kingdom",6.3
"538419","21755","LOVE BUILDING BLOCK WORD",1,"12-12-10 12:01",5.95,"16367","United Kingdom",5.95
"559654","22384","LUNCH BAG PINK POLKADOT",20,"11-07-11 12:54",1.65,"13098","United Kingdom",33.0
"575952","23583","LUNCH BAG PAISLEY PARK",5,"13-11-11 11:55",1.65,"16015","United Kingdom",8.25
"549522","20754","RETROSPOT RED WASHING UP GLOVES",6,"08-04-11 15:34",2.1,"16873","United Kingdom",12.6
"567882","23340","VINTAGE CHRISTMAS CAKE FRILL",12,"22-09-11 15:03",1.65,"12906","United Kingdom",19.8
"567878","21162","TOXIC AREA  DOOR HANGER",1,"22-09-11 14:42",0.39,"16910","United Kingdom",0.39
"570826","22906","12 MESSAGE CARDS WITH ENVELOPES",1,"12-10-11 13:14",1.65,"16753","United Kingdom",1.65
"569870","23390","DOLLY GIRL MINI BACKPACK",2,"06-10-11 14:59",4.15,"12757","Portugal",8.3
"552042","21533","RETROSPOT LARGE MILK JUG",12,"06-05-11 9:00",4.25,"13952","United Kingdom",51.0
"545872","21466","RED FLOWER CROCHET FOOD COVER",2,"07-03-11 14:51",3.75,"15752","United Kingdom",7.5
"573390","82483","WOOD 2 DRAWER CABINET WHITE FINISH",2,"30-10-11 14:53",6.95,"17213","United Kingdom",13.9
"581130","22775","PURPLE DRAWERKNOB ACRYLIC EDWARDIAN",12,"07-12-11 12:49",1.25,"18237","United Kingdom",15.0
"562688","85036A","GARDENIA 1 WICK MORRIS BOXED CANDLE",4,"08-08-11 13:53",4.25,"13869","United Kingdom",17.0
"561900","22730","ALARM CLOCK BAKELIKE IVORY",3,"31-07-11 15:31",3.75,"16655","United Kingdom",11.25
"556910","21064","BOOM BOX SPEAKER BOYS",2,"15-06-11 13:25",5.95,"12748","United Kingdom",11.9
"568367","23333","IVORY WICKER HEART MEDIUM",12,"26-09-11 15:51",1.25,"15755","United Kingdom",15.0
"569468","84380","SET OF 3 BUTTERFLY COOKIE CUTTERS",12,"04-10-11 11:56",1.45,"16186","United Kingdom",17.4
"562388","22556","PLASTERS IN TIN CIRCUS PARADE",12,"04-08-11 15:52",1.65,"18099","United Kingdom",19.8
"537265","21163","DO NOT TOUCH MY STUFF DOOR HANGER",1,"06-12-10 11:26",1.45,"15919","United Kingdom",1.45
"577951","85034C","3 ROSE MORRIS BOXED CANDLES",12,"22-11-11 12:09",1.25,"17238","United Kingdom",15.0
"539588","21479","WHITE SKULL HOT WATER BOTTLE",1,"20-12-10 13:11",3.75,"14527","United Kingdom",3.75
"537851","22937","BAKING MOULD CHOCOLATE CUPCAKES",12,"08-12-10 15:39",2.55,"13758","United Kingdom",30.6
"578705","22554","PLASTERS IN TIN WOODLAND ANIMALS",4,"25-11-11 11:12",1.65,"12531","Germany",6.6
"559912","22485","SET OF 2 WOODEN MARKET CRATES",2,"13-07-11 15:04",12.75,"14221","United Kingdom",25.5
"581020","23582","VINTAGE DOILY JUMBO BAG RED",100,"07-12-11 10:12",1.79,"17511","United Kingdom",179.0
"549576","22424","ENAMEL BREAD BIN CREAM",2,"11-04-11 8:14",12.75,"17069","United Kingdom",25.5
"555940","15058A","BLUE POLKADOT GARDEN PARASOL",10,"08-06-11 10:10",6.75,"14191","United Kingdom",67.5
"560202","23053","RECYCLED ACAPULCO MAT PINK",10,"15-07-11 13:10",8.25,"12712","Germany",82.5
"565444","22625","RED KITCHEN SCALES",1,"04-09-11 14:36",8.5,"17894","United Kingdom",8.5
"546856","20728","LUNCH BAG CARS BLUE",10,"17-03-11 14:12",1.65,"15433","United Kingdom",16.5
"568654","72819","CUPID DESIGN SCENTED CANDLES",12,"28-09-11 12:20",2.55,"14911","EIRE",30.6
"579069","23496","PANTRY KITCHEN THERMOMETER",12,"28-11-11 10:31",1.25,"14911","EIRE",15.0
"550459","72800B","4 PURPLE FLOCK DINNER CANDLES",1,"18-04-11 13:17",2.55,"18116","United Kingdom",2.55
"569948","84946","ANTIQUE SILVER T-LIGHT GLASS",12,"06-10-11 18:23",1.25,"14959","United Kingdom",15.0
"547511","22189","CREAM HEART CARD HOLDER",4,"23-03-11 13:44",3.95,"17411","United Kingdom",15.8
"548492","84743C","ORANGE FELT VASE + FLOWERS",1,"31-03-11 13:14",1.25,"17841","United Kingdom",1.25
"546545","22697","GREEN REGENCY TEACUP AND SAUCER",2,"14-03-11 15:48",2.95,"16804","United Kingdom",5.9
"562374","21977","PACK OF 60 PINK PAISLEY CAKE CASES",24,"04-08-11 14:40",0.55,"14911","EIRE",13.2
"573442","21731","RED TOADSTOOL LED NIGHT LIGHT",36,"31-10-11 10:42",1.65,"12488","France",59.4
"544055","21135","VICTORIAN  METAL POSTCARD SPRING",16,"15-02-11 12:48",1.69,"14035","United Kingdom",27.04
"573398","23265","SET OF 3 WOODEN TREE DECORATIONS",12,"30-10-11 15:28",1.25,"17373","United Kingdom",15.0
"544574","21107","CREAM SLICE FLANNEL PINK SPOT",6,"21-02-11 13:51",2.95,"12365","Cyprus",17.7
"541270","82552","WASHROOM METAL SIGN",1,"17-01-11 11:09",1.45,"14976","United Kingdom",1.45
"567792","23157","SET OF 6 NATIVITY MAGNETS",12,"22-09-11 11:40",2.08,"17581","United Kingdom",24.96
"551270","22436","12 COLOURED PARTY BALLOONS",20,"27-04-11 12:35",0.65,"15891","United Kingdom",13.0
"548400","84969","BOX OF 6 ASSORTED COLOUR TEASPOONS",2,"30-03-11 17:33",4.25,"17400","United Kingdom",8.5
"580129","22563","HAPPY STENCIL CRAFT",12,"01-12-11 18:03",1.25,"17426","United Kingdom",15.0
"567821","23355","HOT WATER BOTTLE KEEP CALM",2,"22-09-11 12:45",4.95,"14659","United Kingdom",9.9
"555740","22608","PENS ASSORTED FUNKY JEWELED",36,"07-06-11 9:51",0.19,"18226","United Kingdom",6.84
"565766","82581","TOILET METAL SIGN",3,"06-09-11 14:23",0.55,"17841","United Kingdom",1.65
"575070","21122","SET/10 PINK POLKADOT PARTY CANDLES",1,"08-11-11 12:58",1.25,"17841","United Kingdom",1.25
"547903","84991","60 TEATIME FAIRY CAKE CASES",1,"28-03-11 11:59",0.55,"15039","United Kingdom",0.55
"553088","23147","SINGLE ANTIQUE ROSE HOOK IVORY",12,"13-05-11 11:53",1.45,"16180","United Kingdom",17.4
"576053","22951","60 CAKE CASES DOLLY GIRL DESIGN",1,"13-11-11 14:53",0.55,"16726","United Kingdom",0.55
"551810","21975","PACK OF 60 DINOSAUR CAKE CASES",2,"04-05-11 11:32",0.55,"15719","United Kingdom",1.1
"553657","20727","LUNCH BAG  BLACK SKULL.",1,"18-05-11 11:28",1.65,"14583","United Kingdom",1.65
"565443","21833","CAMOUFLAGE LED TORCH",12,"04-09-11 14:22",1.69,"12567","France",20.28
"580276","22531","MAGIC DRAWING SLATE CIRCUS PARADE",5,"02-12-11 12:59",0.42,"16426","United Kingdom",2.1
"550438","23051","RECYCLED ACAPULCO MAT BLUE",2,"18-04-11 12:16",8.25,"15265","United Kingdom",16.5
"549128","21668","RED STRIPE CERAMIC DRAWER KNOB",6,"06-04-11 14:25",1.25,"16713","United Kingdom",7.5
"550644","37500","TEA TIME TEAPOT IN GIFT BOX",4,"19-04-11 16:19",4.95,"12733","USA",19.8
"541649","37447","CERAMIC CAKE DESIGN SPOTTED PLATE",12,"20-01-11 11:39",1.49,"17418","United Kingdom",17.88
"542710","84992","72 SWEETHEART FAIRY CAKE CASES",24,"31-01-11 13:17",0.55,"14776","United Kingdom",13.2
"570240","46000M","POLYESTER FILLER PAD 45x45cm",3,"09-10-11 15:17",1.55,"13212","United Kingdom",4.65
"575932","22078","RIBBON REEL LACE DESIGN",3,"13-11-11 10:35",2.1,"16923","United Kingdom",6.3
"573915","35970","ZINC FOLKART SLEIGH BELLS",1,"01-11-11 15:55",1.69,"15511","United Kingdom",1.69
"574629","84032A","CHARLIE+LOLA PINK HOT WATER BOTTLE",1,"06-11-11 11:21",2.95,"16326","United Kingdom",2.95
"556778","23242","TREASURE TIN BUFFALO BILL",1,"14-06-11 12:41",2.08,"16712","United Kingdom",2.08
"542227","85066","CREAM SWEETHEART MINI CHEST",2,"26-01-11 13:33",12.75,"14243","United Kingdom",25.5
"555499","22699","ROSES REGENCY TEACUP AND SAUCER",2,"03-06-11 15:31",2.95,"15812","United Kingdom",5.9
"536796","21990","MODERN FLORAL STATIONERY SET",1,"02-12-10 15:46",2.95,"15574","United Kingdom",2.95
"555746","84378","SET OF 3 HEART COOKIE CUTTERS",2,"07-06-11 10:55",1.25,"14606","United Kingdom",2.5
"552883","22356","CHARLOTTE BAG PINK POLKADOT",100,"12-05-11 10:13",0.72,"14646","Netherlands",72.0
"577063","22114","HOT WATER BOTTLE TEA AND SYMPATHY",24,"17-11-11 14:41",3.75,"17183","United Kingdom",90.0
"538637","22973","CHILDREN'S CIRCUS PARADE MUG",2,"13-12-10 13:52",1.65,"17611","United Kingdom",3.3
"547684","23000","TRAVEL CARD WALLET TRANSPORT",24,"24-03-11 14:46",0.42,"12408","Belgium",10.08
"570669","23196","VINTAGE LEAF MAGNETIC NOTEPAD",12,"11-10-11 14:37",1.45,"15955","United Kingdom",17.4
"571291","82494L","WOODEN FRAME ANTIQUE WHITE",2,"16-10-11 15:44",2.95,"13610","United Kingdom",5.9
"566194","22064","PINK DOUGHNUT TRINKET POT",2,"09-09-11 13:42",1.65,"14711","United Kingdom",3.3
"570672","22115","METAL SIGN EMPIRE TEA",12,"11-10-11 14:52",0.79,"12536","France",9.48
"544463","22429","ENAMEL MEASURING JUG CREAM",1,"20-02-11 14:31",4.25,"12988","United Kingdom",4.25
"546438","22722","SET OF 6 SPICE TINS PANTRY DESIGN",24,"14-03-11 9:59",3.45,"15125","United Kingdom",82.8
"545853","22188","BLACK HEART CARD HOLDER",1,"07-03-11 13:50",3.95,"16517","United Kingdom",3.95
"571446","22980","PANTRY SCRUBBING BRUSH",24,"17-10-11 13:46",1.65,"14911","EIRE",39.6
"558639","20726","LUNCH BAG WOODLAND",20,"01-07-11 8:55",1.65,"13492","Switzerland",33.0
"578519","23370","SET 36 COLOURING PENCILS DOILY",2,"24-11-11 13:56",1.25,"14591","United Kingdom",2.5
"562354","35471D","SET OF 3 BIRD LIGHT PINK FEATHER",24,"04-08-11 13:15",0.39,"17470","United Kingdom",9.36
"538991","22258","FELT FARM ANIMAL RABBIT",144,"15-12-10 11:53",0.42,"17511","United Kingdom",60.48
"543190","84212","ASSORTED FLOWER COLOUR ""LEIS""""""",24,"04-02-11 11:52",0.65,"17226","United Kingdom",15.6
"541588","22138","BAKING SET 9 PIECE RETROSPOT",3,"19-01-11 14:43",4.95,"14307","United Kingdom",14.85
"578947","22340","NOEL GARLAND PAINTED ZINC",12,"27-11-11 13:49",0.39,"14547","United Kingdom",4.68
"556255","20685","DOORMAT RED RETROSPOT",300,"09-06-11 17:27",4.58,"18102","United Kingdom",1374.0
"558619","22287","DECORATION WOBBLY CHICKEN",48,"30-06-11 16:28",0.39,"14401","United Kingdom",18.72
"566599","48111","DOORMAT 3 SMILEY CATS",1,"13-09-11 15:37",8.25,"15998","United Kingdom",8.25
"571215","22176","BLUE OWL SOFT TOY",6,"14-10-11 12:57",2.95,"13810","Germany",17.7
"559128","22384","LUNCH BAG PINK POLKADOT",3,"06-07-11 12:39",1.65,"17238","United Kingdom",4.95
"538145","85032A","ROMANTIC IMAGES GIFT WRAP SET",6,"09-12-10 16:08",2.1,"15211","United Kingdom",12.6
"568703","23209","LUNCH BAG VINTAGE DOILY",4,"28-09-11 15:21",1.65,"12748","United Kingdom",6.6
"578814","22738","RIBBON REEL SNOWY VILLAGE",1,"25-11-11 13:40",1.65,"12748","United Kingdom",1.65
"577357","23319","BOX OF 6 MINI 50'S CRACKERS",48,"18-11-11 15:54",2.08,"13098","United Kingdom",99.84
"551724","48129","DOORMAT TOPIARY",1,"03-05-11 17:12",7.95,"15976","United Kingdom",7.95
"558105","22560","TRADITIONAL MODELLING CLAY",2,"26-06-11 14:54",1.25,"15644","United Kingdom",2.5
"565769","23328","SET 6 SCHOOL MILK BOTTLES IN CRATE",4,"06-09-11 14:32",3.75,"16175","United Kingdom",15.0
"568909","23089","GLASS BON BON JAR",12,"29-09-11 13:38",1.95,"16818","United Kingdom",23.4
"564573","20717","STRAWBERRY SHOPPER BAG",1,"26-08-11 11:19",1.25,"14606","United Kingdom",1.25
"570095","POST","POSTAGE",2,"07-10-11 11:57",18.0,"12528","Germany",36.0
"538250","22634","CHILDS BREAKFAST SET SPACEBOY",1,"10-12-10 12:20",9.95,"18118","United Kingdom",9.95
"574714","23190","BUNDLE OF 3 SCHOOL EXERCISE BOOKS",1,"06-11-11 14:29",1.65,"15427","United Kingdom",1.65
"540031","22147","FELTCRAFT BUTTERFLY HEARTS",1,"04-01-11 13:50",1.45,"17975","United Kingdom",1.45
"558370","21558","SKULL LUNCH BOX WITH CUTLERY",2,"28-06-11 15:44",2.55,"17750","United Kingdom",5.1
"543108","84992","72 SWEETHEART FAIRY CAKE CASES",6,"03-02-11 12:37",0.55,"14085","United Kingdom",3.3
"578944","23014","GLASS APOTHECARY BOTTLE ELIXIR",1,"27-11-11 13:41",3.95,"16005","United Kingdom",3.95
"566288","23247","BISCUIT TIN 50'S CHRISTMAS",6,"11-09-11 15:18",2.89,"12883","United Kingdom",17.34
"550968","22199","FRYING PAN RED RETROSPOT",4,"21-04-11 16:59",4.25,"14961","United Kingdom",17.0
"553140","22325","MOBILE VINTAGE HEARTS",1,"13-05-11 12:53",4.95,"15373","United Kingdom",4.95
"536769","20724","RED RETROSPOT CHARLOTTE BAG",10,"02-12-10 14:47",0.85,"17581","United Kingdom",8.5
"553074","21206","STRAWBERRY HONEYCOMB  GARLAND",1,"13-05-11 11:45",1.65,"15529","United Kingdom",1.65
"544210","85123A","WHITE HANGING HEART T-LIGHT HOLDER",6,"17-02-11 11:01",2.95,"14911","EIRE",17.7
"578814","21709","FOLDING UMBRELLA CHOCOLATE POLKADOT",1,"25-11-11 13:40",4.95,"12748","United Kingdom",4.95
"549667","21715","GIRLS VINTAGE TIN SEASIDE BUCKET",8,"11-04-11 12:20",2.55,"14911","EIRE",20.4
"572862","21034","REX CASH+CARRY JUMBO SHOPPER",1,"26-10-11 12:48",0.95,"16750","United Kingdom",0.95
"571433","22910","PAPER CHAIN KIT VINTAGE CHRISTMAS",12,"17-10-11 13:19",2.95,"13015","United Kingdom",35.4
"566271","22558","CLOTHES PEGS RETROSPOT PACK 24",24,"11-09-11 13:44",1.65,"14250","United Kingdom",39.6
"555400","22624","IVORY KITCHEN SCALES",32,"02-06-11 17:50",7.65,"14088","United Kingdom",244.8
"543397","22419","LIPSTICK PEN RED",3,"08-02-11 10:32",0.42,"17859","United Kingdom",1.26
"551284","82483","WOOD 2 DRAWER CABINET WHITE FINISH",1,"27-04-11 14:05",6.95,"15005","United Kingdom",6.95
"537219","22949","36 DOILIES DOLLY GIRL",1,"05-12-10 15:47",1.45,"14081","United Kingdom",1.45
"548210","37448","CERAMIC CAKE DESIGN SPOTTED MUG",1,"29-03-11 17:23",1.49,"14606","United Kingdom",1.49
"552844","23194","GYMKHANA TREASURE BOOK BOX",8,"11-05-11 14:37",2.25,"12649","Germany",18.0
"556905","84596L","BISCUITS SMALL BOWL LIGHT BLUE",1,"15-06-11 13:05",0.42,"16904","United Kingdom",0.42
"554096","51014C","FEATHER PEN,COAL BLACK",12,"22-05-11 12:51",0.85,"14921","United Kingdom",10.2
"551527","22508","DOORSTOP RETROSPOT HEART",4,"01-05-11 12:41",3.75,"14395","United Kingdom",15.0
"550915","79163","BLACK CHAMPAGNE GLASS",6,"21-04-11 13:30",0.39,"13263","United Kingdom",2.34
"557117","22670","FRENCH WC SIGN BLUE METAL",12,"16-06-11 17:04",1.25,"14849","United Kingdom",15.0
"571288","22561","WOODEN SCHOOL COLOURING SET",4,"16-10-11 15:13",1.65,"16052","United Kingdom",6.6
"562256","85054","FRENCH ENAMEL POT W LID",6,"03-08-11 15:14",2.95,"15152","United Kingdom",17.7
"551656","21507","ELEPHANT, BIRTHDAY CARD,",12,"03-05-11 12:10",0.42,"14911","EIRE",5.04
"572033","23566","EGG CUP MILKMAID HEIDI",12,"20-10-11 11:58",1.25,"14447","United Kingdom",15.0
