InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,InvoiceMonth,CohortMonth,CohortIndex,Region
545054,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,1,27-02-11 12:41,4.25,14472,United Kingdom,4.25,2011-02,2011-01,1,UK
543590,21506,"FANCY FONT BIRTHDAY CARD,",24,10-02-11 11:44,0.42,17377,United Kingdom,10.08,2011-02,2010-12,2,UK
555740,21508,VINTAGE KID DOLLY CARD,12,07-06-11 9:51,0.42,18226,United Kingdom,5.04,2011-06,2011-03,3,UK
579196,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,1,28-11-11 15:54,6.63,14096,United Kingdom,6.63,2011-11,2011-09,2,UK
565243,22707,WRAP MONSTER FUN,25,02-09-11 10:20,0.42,16735,United Kingdom,10.5,2011-09,2011-01,8,UK
548313,15056N,EDWARDIAN PARASOL NATURAL,2,30-03-11 12:15,5.95,15353,United Kingdom,11.9,2011-03,2010-12,3,UK
578805,23681,LUNCH BAG RED VINTAGE DOILY,10,25-11-11 12:57,1.65,16401,United Kingdom,16.5,2011-11,2011-03,8,UK
580656,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,12,05-12-11 13:40,0.79,15621,United Kingdom,9.48,2011-12,2011-12,0,UK
561879,23306,SET OF 36 DOILIES PANTRY DESIGN,12,31-07-11 12:43,1.45,13722,United Kingdom,17.4,2011-07,2011-03,4,UK
568241,21524,DOORMAT SPOTTY HOME SWEET HOME,10,26-09-11 12:10,7.08,15218,United Kingdom,70.8,2011-09,2011-01,8,UK
569670,47504H,ENGLISH ROSE SPIRIT LEVEL,2,05-10-11 13:47,0.79,14730,United Kingdom,1.58,2011-10,2011-03,7,UK
562942,21524,DOORMAT SPOTTY HOME SWEET HOME,6,11-08-11 8:50,7.95,13538,United Kingdom,47.7,2011-08,2011-08,0,UK
558964,23228,FILIGREE HEART BIRD WHITE,24,05-07-11 10:58,1.25,14235,United Kingdom,30,2011-07,2011-03,4,UK
581185,22726,ALARM CLOCK BAKELIKE GREEN,42,07-12-11 16:29,3.75,16672,United Kingdom,157.5,2011-12,2011-03,9,UK
566433,22791,T-LIGHT GLASS FLUTED ANTIQUE,72,12-09-11 14:54,1.06,16839,United Kingdom,76.32,2011-09,2011-01,8,UK
554065,22644,CERAMIC CHERRY CAKE MONEY BANK,12,22-05-11 10:39,1.45,18287,United Kingdom,17.4,2011-05,2011-05,0,UK
546982,22445,PENCIL CASE LIFE IS BEAUTIFUL,1,18-03-11 12:26,2.95,15483,United Kingdom,2.95,2011-03,2011-03,0,UK
539647,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,2,20-12-10 16:08,0.85,15460,United Kingdom,1.7,2010-12,2010-12,0,UK
561056,21065,BOOM BOX SPEAKER GIRLS,2,24-07-11 13:17,5.95,13477,United Kingdom,11.9,2011-07,2011-02,5,UK
576321,22585,PACK OF 6 BIRDY GIFT TAGS,1,14-11-11 14:59,1.25,14953,United Kingdom,1.25,2011-11,2011-11,0,UK
562348,23346,SPACEBOY BEAKER,12,04-08-11 12:36,1.25,17511,United Kingdom,15,2011-08,2010-12,8,UK
559926,23032,DOORKNOB CRACKED GLAZE IVORY,12,13-07-11 16:48,1.65,17644,United Kingdom,19.8,2011-07,2011-03,4,UK
572681,23233,WRAP POPPIES  DESIGN,25,25-10-11 13:51,0.42,13510,United Kingdom,10.5,2011-10,2011-10,0,UK
572295,22784,LANTERN CREAM GAZEBO,2,23-10-11 13:49,4.95,16686,United Kingdom,9.9,2011-10,2010-12,10,UK
566290,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,1,11-09-11 15:24,2.08,14456,United Kingdom,2.08,2011-09,2011-07,2,UK
542215,85049F,BABY BOOM RIBBONS,12,26-01-11 12:27,1.25,12472,Germany,15,2011-01,2010-12,1,International
566408,20774,GREEN FERN NOTEBOOK,2,12-09-11 13:43,1.65,16984,United Kingdom,3.3,2011-09,2011-08,1,UK
565865,23289,DOLLY GIRL CHILDRENS BOWL,8,07-09-11 15:07,1.25,12637,France,10,2011-09,2011-01,8,International
536643,85136A,YELLOW SHARK HELICOPTER,1,02-12-10 11:57,7.95,14390,United Kingdom,7.95,2010-12,2010-12,0,UK
572688,22355,CHARLOTTE BAG SUKI DESIGN,10,25-10-11 14:09,0.85,13028,United Kingdom,8.5,2011-10,2011-10,0,UK
579456,85015,SET OF 12  VINTAGE POSTCARD SET,7,29-11-11 14:20,0.65,13428,United Kingdom,4.55,2011-11,2011-11,0,UK
572854,22111,SCOTTIE DOG HOT WATER BOTTLE,6,26-10-11 12:28,4.25,14096,United Kingdom,25.5,2011-10,2011-09,1,UK
556474,82484,WOOD BLACK BOARD ANT WHITE FINISH,1,12-06-11 12:01,7.95,16007,United Kingdom,7.95,2011-06,2011-05,1,UK
554031,23089,GLASS BON BON JAR,12,20-05-11 13:58,1.65,16497,United Kingdom,19.8,2011-05,2011-03,2,UK
552724,23049,RECYCLED ACAPULCO MAT RED,2,11-05-11 10:29,8.25,13418,United Kingdom,16.5,2011-05,2011-05,0,UK
579196,22840,ROUND CAKE TIN VINTAGE RED,1,28-11-11 15:54,15.79,14096,United Kingdom,15.79,2011-11,2011-09,2,UK
556070,21164,HOME SWEET HOME METAL SIGN,12,08-06-11 14:51,2.95,17873,United Kingdom,35.4,2011-06,2011-03,3,UK
577833,22464,HANGING METAL HEART LANTERN,6,22-11-11 10:20,1.65,17315,United Kingdom,9.9,2011-11,2010-12,11,UK
568805,23200,JUMBO BAG PEARS,10,29-09-11 10:55,2.08,12826,United Kingdom,20.8,2011-09,2011-09,0,UK
569897,84879,ASSORTED COLOUR BIRD ORNAMENT,10,06-10-11 16:01,1.69,17813,United Kingdom,16.9,2011-10,2011-09,1,UK
577504,20723,STRAWBERRY CHARLOTTE BAG,4,20-11-11 12:36,0.85,14159,United Kingdom,3.4,2011-11,2010-12,11,UK
575936,23230,WRAP ALPHABET DESIGN,25,13-11-11 11:21,0.42,17041,United Kingdom,10.5,2011-11,2010-12,11,UK
539498,90040B,MURANO STYLE GLASS BRACELET BLACK,3,20-12-10 10:48,3.5,15279,United Kingdom,10.5,2010-12,2010-12,0,UK
578926,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",4,27-11-11 12:24,4.95,18156,United Kingdom,19.8,2011-11,2010-12,11,UK
539419,85099B,JUMBO BAG RED RETROSPOT,10,17-12-10 14:10,1.95,12431,Australia,19.5,2010-12,2010-12,0,International
562575,21155,RED RETROSPOT PEG BAG,6,07-08-11 12:54,2.55,15411,United Kingdom,15.3,2011-08,2011-06,2,UK
540402,22223,CAKE PLATE LOVEBIRD PINK,12,07-01-11 9:31,1.95,16567,United Kingdom,23.4,2011-01,2011-01,0,UK
572227,23346,SPACEBOY BEAKER,2,21-10-11 14:01,1.25,15051,United Kingdom,2.5,2011-10,2011-10,0,UK
567662,23002,TRAVEL CARD WALLET SKULLS,4,21-09-11 15:12,0.42,17758,United Kingdom,1.68,2011-09,2011-04,5,UK
546502,71406C,BLACK ORANGE SQUEEZER,1,14-03-11 11:46,0.42,16005,United Kingdom,0.42,2011-03,2011-03,0,UK
541711,22962,JAM JAR WITH PINK LID,24,21-01-11 11:18,0.85,14646,Netherlands,20.4,2011-01,2010-12,1,International
538374,22348,TEA BAG PLATE RED RETROSPOT,2,12-12-10 11:17,0.85,14159,United Kingdom,1.7,2010-12,2010-12,0,UK
562213,23126,FELTCRAFT GIRL AMELIE KIT,1,03-08-11 13:39,4.95,13975,United Kingdom,4.95,2011-08,2011-03,5,UK
540458,22263,FELT EGG COSY LADYBIRD,48,07-01-11 12:28,0.19,12501,Germany,9.12,2011-01,2011-01,0,International
549119,22671,FRENCH LAUNDRY SIGN BLUE METAL,12,06-04-11 13:23,1.65,14220,United Kingdom,19.8,2011-04,2011-04,0,UK
563638,22620,4 TRADITIONAL SPINNING TOPS,2,18-08-11 10:36,1.45,15311,United Kingdom,2.9,2011-08,2010-12,8,UK
558538,20724,RED RETROSPOT CHARLOTTE BAG,10,30-06-11 12:12,0.85,15005,United Kingdom,8.5,2011-06,2010-12,6,UK
573022,23032,DRAWER KNOB CRACKLE GLAZE IVORY,24,27-10-11 12:42,1.65,16011,United Kingdom,39.6,2011-10,2011-03,7,UK
564359,22629,SPACEBOY LUNCH BOX,3,24-08-11 16:02,1.95,14056,United Kingdom,5.85,2011-08,2011-02,6,UK
578153,82616B,FRAPPUCINO SCARF KNITTING KIT,1,23-11-11 11:22,1.25,12748,United Kingdom,1.25,2011-11,2010-12,11,UK
574093,47590A,BLUE HAPPY BIRTHDAY BUNTING,3,03-11-11 9:43,5.45,12437,France,16.35,2011-11,2011-05,6,International
569491,22659,LUNCH BOX I LOVE LONDON,1,04-10-11 13:25,1.95,14056,United Kingdom,1.95,2011-10,2011-02,8,UK
576574,22193,RED DINER WALL CLOCK,2,15-11-11 13:53,8.5,13078,United Kingdom,17,2011-11,2010-12,11,UK
556529,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,13-06-11 11:41,2.08,12714,France,20.8,2011-06,2011-02,4,International
566915,21930,JUMBO STORAGE BAG SKULLS,10,15-09-11 14:22,2.08,16945,United Kingdom,20.8,2011-09,2011-02,7,UK
561693,22178,VICTORIAN GLASS HANGING T-LIGHT,12,29-07-11 9:48,1.25,15120,United Kingdom,15,2011-07,2011-07,0,UK
563895,23207,LUNCH BAG ALPHABET DESIGN,10,21-08-11 10:35,1.65,18229,United Kingdom,16.5,2011-08,2011-03,5,UK
563706,22178,VICTORIAN GLASS HANGING T-LIGHT,12,18-08-11 14:48,1.25,14189,United Kingdom,15,2011-08,2010-12,8,UK
541655,21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,2,20-01-11 12:04,1.25,14779,United Kingdom,2.5,2011-01,2011-01,0,UK
559696,23254,CHILDRENS CUTLERY DOLLY GIRL,6,11-07-11 16:59,4.15,15577,United Kingdom,24.9,2011-07,2011-07,0,UK
557280,21495,SKULLS AND CROSSBONES WRAP,50,19-06-11 12:19,0.42,16701,United Kingdom,21,2011-06,2011-03,3,UK
568228,22089,PAPER BUNTING VINTAGE PAISLEY,6,26-09-11 11:02,2.95,15358,United Kingdom,17.7,2011-09,2010-12,9,UK
572499,23426,METAL SIGN DROP YOUR PANTS,6,24-10-11 14:10,2.89,15786,United Kingdom,17.34,2011-10,2011-08,2,UK
574678,21915,RED  HARMONICA IN BOX,12,06-11-11 12:36,1.25,13365,United Kingdom,15,2011-11,2011-11,0,UK
558628,20713,JUMBO BAG OWLS,10,30-06-11 17:59,2.08,12626,Germany,20.8,2011-06,2011-01,5,International
547062,22117,METAL SIGN HER DINNER IS SERVED,1,20-03-11 13:28,2.95,16728,United Kingdom,2.95,2011-03,2011-03,0,UK
568954,21754,HOME BUILDING BLOCK WORD,3,29-09-11 15:32,6.25,13576,United Kingdom,18.75,2011-09,2011-01,8,UK
561246,21126,SET OF 6 GIRLS CELEBRATION CANDLES,12,26-07-11 11:38,1.25,16951,United Kingdom,15,2011-07,2011-02,5,UK
578925,22733,3D TRADITIONAL CHRISTMAS STICKERS,12,27-11-11 12:13,1.25,17365,United Kingdom,15,2011-11,2011-01,10,UK
547063,22150,3 STRIPEY MICE FELTCRAFT,1,20-03-11 13:33,1.95,14769,United Kingdom,1.95,2011-03,2011-03,0,UK
552246,84429A,MEDIUM PINK BUDDHA HEAD,1,06-05-11 19:44,2.95,12748,United Kingdom,2.95,2011-05,2010-12,5,UK
551953,22727,ALARM CLOCK BAKELIKE RED,4,05-05-11 11:53,3.75,13448,United Kingdom,15,2011-05,2011-05,0,UK
540511,22032,BOTANICAL LILY GREETING CARD,12,09-01-11 11:34,0.42,14472,United Kingdom,5.04,2011-01,2011-01,0,UK
544657,21231,SWEETHEART CERAMIC TRINKET BOX,12,22-02-11 13:08,1.25,14895,United Kingdom,15,2011-02,2011-02,0,UK
563504,82486,WOOD S/3 CABINET ANT WHITE FINISH,12,17-08-11 9:16,8.15,16218,United Kingdom,97.8,2011-08,2010-12,8,UK
540473,85194S,HANGING SPRING FLOWER EGG SMALL,6,07-01-11 14:31,0.65,17284,United Kingdom,3.9,2011-01,2011-01,0,UK
546643,84378,SET OF 3 HEART COOKIE CUTTERS,12,15-03-11 13:23,1.25,16214,United Kingdom,15,2011-03,2011-03,0,UK
562727,23108,SET OF 10 LED DOLLY LIGHTS,4,09-08-11 9:26,6.25,15601,United Kingdom,25,2011-08,2010-12,8,UK
546431,22951,60 CAKE CASES DOLLY GIRL DESIGN,24,14-03-11 8:05,0.55,16954,United Kingdom,13.2,2011-03,2011-03,0,UK
555340,20972,PINK CREAM FELT CRAFT TRINKET BOX,12,02-06-11 11:33,1.25,13334,United Kingdom,15,2011-06,2011-02,4,UK
572673,21204,DAISIES  HONEYCOMB GARLAND,12,25-10-11 13:16,1.65,13309,United Kingdom,19.8,2011-10,2011-09,1,UK
571461,23344,JUMBO BAG 50'S CHRISTMAS,1,17-10-11 14:12,2.08,16932,United Kingdom,2.08,2011-10,2011-10,0,UK
568702,21731,RED TOADSTOOL LED NIGHT LIGHT,1,28-09-11 15:18,1.65,17950,United Kingdom,1.65,2011-09,2010-12,9,UK
577748,23240,SET OF 4 KNICK KNACK TINS DOILY,24,21-11-11 14:24,4.15,15159,United Kingdom,99.6,2011-11,2010-12,11,UK
579412,22192,BLUE DINER WALL CLOCK,2,29-11-11 12:47,8.5,14125,United Kingdom,17,2011-11,2011-09,2,UK
560392,22383,LUNCH BAG SUKI DESIGN,10,18-07-11 13:30,1.65,13911,United Kingdom,16.5,2011-07,2011-02,5,UK
579196,10135,COLOURING PENCILS BROWN TUBE,11,28-11-11 15:54,2.46,14096,United Kingdom,27.06,2011-11,2011-09,2,UK
580695,22575,METAL MERRY CHRISTMAS WREATH,1,05-12-11 16:03,1.95,13230,United Kingdom,1.95,2011-12,2011-01,11,UK
538367,22491,PACK OF 12 COLOURED PENCILS,12,12-12-10 10:48,0.85,14800,United Kingdom,10.2,2010-12,2010-12,0,UK
543990,22384,LUNCH BAG PINK POLKADOT,10,15-02-11 9:59,1.65,15122,United Kingdom,16.5,2011-02,2011-02,0,UK
547656,22851,SET 20 NAPKINS FAIRY CAKES DESIGN,2,24-03-11 12:53,0.85,13263,United Kingdom,1.7,2011-03,2011-03,0,UK
557626,22674,FRENCH TOILET SIGN BLUE METAL,12,21-06-11 14:29,1.25,14175,United Kingdom,15,2011-06,2011-01,5,UK
563614,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,72,18-08-11 8:51,2.49,12415,Australia,179.28,2011-08,2011-01,7,International
552695,22413,METAL SIGN TAKE IT OR LEAVE IT,6,10-05-11 15:31,2.95,16320,Unspecified,17.7,2011-05,2011-05,0,International
541711,22557,PLASTERS IN TIN VINTAGE PAISLEY,96,21-01-11 11:18,1.45,14646,Netherlands,139.2,2011-01,2010-12,1,International
553202,22746,POPPY'S PLAYHOUSE LIVINGROOM,1,15-05-11 16:02,2.1,15854,United Kingdom,2.1,2011-05,2011-01,4,UK
574165,51014A,"FEATHER PEN,HOT PINK",24,03-11-11 11:36,0.39,14815,United Kingdom,9.36,2011-11,2011-11,0,UK
577098,21210,SET OF 72 RETROSPOT PAPER  DOILIES,24,17-11-11 16:43,1.45,16839,United Kingdom,34.8,2011-11,2011-01,10,UK
551033,21987,PACK OF 6 SKULL PAPER CUPS,4,26-04-11 11:32,0.65,15039,United Kingdom,2.6,2011-04,2010-12,4,UK
542519,22630,DOLLY GIRL LUNCH BOX,12,28-01-11 12:19,1.95,15159,United Kingdom,23.4,2011-01,2010-12,1,UK
543812,22242,5 HOOK HANGER MAGIC TOADSTOOL,1,13-02-11 14:40,1.65,17472,United Kingdom,1.65,2011-02,2011-02,0,UK
572887,22174,PHOTO CUBE,12,26-10-11 13:47,1.65,12362,Belgium,19.8,2011-10,2011-02,8,International
561077,23203,JUMBO BAG DOILEY PATTERNS,10,24-07-11 15:53,2.08,17649,United Kingdom,20.8,2011-07,2011-07,0,UK
537144,22158,3 HEARTS HANGING DECORATION RUSTIC,1,05-12-10 13:00,2.95,15880,United Kingdom,2.95,2010-12,2010-12,0,UK
572087,23156,SET OF 5 MINI GROCERY MAGNETS,12,20-10-11 14:30,2.08,12683,France,24.96,2011-10,2010-12,10,International
547070,85049E,SCANDINAVIAN REDS RIBBONS,1,20-03-11 13:58,1.25,16115,United Kingdom,1.25,2011-03,2011-02,1,UK
554510,21380,WOODEN HAPPY BIRTHDAY GARLAND,6,24-05-11 15:51,2.95,17389,United Kingdom,17.7,2011-05,2011-03,2,UK
565325,11001,ASSTD DESIGN RACING CAR PEN,16,02-09-11 13:22,1.69,16086,United Kingdom,27.04,2011-09,2011-09,0,UK
545522,22276,WASH BAG VINTAGE ROSE PAISLEY,6,03-03-11 12:35,2.55,15596,United Kingdom,15.3,2011-03,2011-03,0,UK
558031,22795,SWEETHEART RECIPE BOOK STAND,2,24-06-11 12:14,6.75,14180,United Kingdom,13.5,2011-06,2010-12,6,UK
557150,23047,PAPER LANTERN 5 POINT SEQUIN STAR,1,17-06-11 11:02,5.75,15555,United Kingdom,5.75,2011-06,2010-12,6,UK
565318,22629,SPACEBOY LUNCH BOX,12,02-09-11 13:01,1.95,12921,United Kingdom,23.4,2011-09,2011-01,8,UK
559460,23309,SET OF 60 I LOVE LONDON CAKE CASES,48,08-07-11 13:00,0.55,13862,United Kingdom,26.4,2011-07,2011-06,1,UK
566746,22599,CHRISTMAS MUSICAL ZINC STAR,24,14-09-11 15:18,0.85,13321,United Kingdom,20.4,2011-09,2011-09,0,UK
552652,22906,12 MESSAGE CARDS WITH ENVELOPES,1,10-05-11 14:09,1.65,14591,United Kingdom,1.65,2011-05,2011-05,0,UK
555536,22728,ALARM CLOCK BAKELIKE PINK,4,05-06-11 12:28,3.75,17675,United Kingdom,15,2011-06,2010-12,6,UK
580062,22144,CHRISTMAS CRAFT LITTLE FRIENDS,1,01-12-11 13:28,2.1,15862,United Kingdom,2.1,2011-12,2010-12,12,UK
580998,21175,GIN AND TONIC DIET METAL SIGN,8,06-12-11 17:26,2.55,16987,United Kingdom,20.4,2011-12,2011-06,6,UK
562918,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,10-08-11 13:51,2.55,15615,United Kingdom,81.6,2011-08,2010-12,8,UK
543033,21668,RED STRIPE CERAMIC DRAWER KNOB,1,02-02-11 15:48,1.25,17841,United Kingdom,1.25,2011-02,2010-12,2,UK
548408,22072,RED RETROSPOT TEA CUP AND SAUCER,4,31-03-11 10:26,3.75,17438,United Kingdom,15,2011-03,2011-03,0,UK
580669,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,18,05-12-11 14:25,2.95,15159,United Kingdom,53.1,2011-12,2010-12,12,UK
551287,21080,SET/20 RED RETROSPOT PAPER NAPKINS,4,27-04-11 14:17,0.85,17961,United Kingdom,3.4,2011-04,2010-12,4,UK
553374,85099B,JUMBO BAG RED RETROSPOT,10,16-05-11 14:51,2.08,14489,United Kingdom,20.8,2011-05,2011-05,0,UK
554132,84674,FLYING PIG WATERING CAN,6,23-05-11 9:43,2.95,12360,Austria,17.7,2011-05,2011-05,0,International
556104,21213,PACK OF 72 SKULL CAKE CASES,24,08-06-11 16:34,0.55,13875,United Kingdom,13.2,2011-06,2011-02,4,UK
570466,84992,72 SWEETHEART FAIRY CAKE CASES,3,10-10-11 16:03,0.55,16791,United Kingdom,1.65,2011-10,2011-01,9,UK
575976,22940,FELTCRAFT CHRISTMAS FAIRY,3,13-11-11 13:26,4.25,15271,United Kingdom,12.75,2011-11,2010-12,11,UK
562371,22624,IVORY KITCHEN SCALES,2,04-08-11 14:30,8.5,13709,United Kingdom,17,2011-08,2011-01,7,UK
555594,23066,SMALL DECO JEWELLERY STAND,2,06-06-11 10:09,8.25,13880,United Kingdom,16.5,2011-06,2011-03,3,UK
569228,22325,MOBILE VINTAGE HEARTS,1,02-10-11 14:47,4.95,15547,United Kingdom,4.95,2011-10,2010-12,10,UK
575935,22155,STAR DECORATION RUSTIC,48,13-11-11 11:20,0.42,17838,United Kingdom,20.16,2011-11,2011-02,9,UK
578013,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,4,22-11-11 12:55,1.45,17360,United Kingdom,5.8,2011-11,2011-06,5,UK
565150,21903,MAN FLU METAL SIGN,12,01-09-11 14:26,1.85,14298,United Kingdom,22.2,2011-09,2010-12,9,UK
568531,22027,TEA PARTY BIRTHDAY CARD,12,27-09-11 13:49,0.42,16713,United Kingdom,5.04,2011-09,2010-12,9,UK
541206,21124,SET/10 BLUE POLKADOT PARTY CANDLES,288,14-01-11 12:24,1.06,14646,Netherlands,305.28,2011-01,2010-12,1,International
559922,22677,FRENCH BLUE METAL DOOR SIGN 2,10,13-07-11 15:50,1.25,14400,United Kingdom,12.5,2011-07,2011-07,0,UK
565126,22424,ENAMEL BREAD BIN CREAM,2,01-09-11 12:17,12.75,17653,United Kingdom,25.5,2011-09,2011-09,0,UK
561795,22303,COFFEE MUG APPLES DESIGN,6,29-07-11 13:28,2.55,12716,France,15.3,2011-07,2011-07,0,International
556731,22355,CHARLOTTE BAG SUKI DESIGN,2,14-06-11 11:41,0.85,18283,United Kingdom,1.7,2011-06,2011-01,5,UK
536836,47570B,TEA TIME TABLE CLOTH,1,02-12-10 18:08,10.65,18168,United Kingdom,10.65,2010-12,2010-12,0,UK
577595,22192,BLUE DINER WALL CLOCK,1,20-11-11 16:12,8.5,16399,United Kingdom,8.5,2011-11,2011-11,0,UK
549953,22662,LUNCH BAG DOLLY GIRL DESIGN,20,13-04-11 13:15,1.65,12766,Portugal,33,2011-04,2010-12,4,International
581405,23188,VINTAGE  2 METRE FOLDING RULER,1,08-12-11 13:50,1.65,13521,United Kingdom,1.65,2011-12,2011-11,1,UK
566075,23396,LA JARDIN BOTANIQUE CUSHION COVER,4,09-09-11 9:03,3.75,16173,United Kingdom,15,2011-09,2011-09,0,UK
563351,23166,MEDIUM CERAMIC TOP STORAGE JAR,8,15-08-11 14:17,1.25,16902,United Kingdom,10,2011-08,2011-08,0,UK
539491,22960,JAM MAKING SET WITH JARS,1,20-12-10 10:09,4.25,14646,Netherlands,4.25,2010-12,2010-12,0,International
571717,22417,PACK OF 60 SPACEBOY CAKE CASES,1,18-10-11 17:10,0.55,14381,United Kingdom,0.55,2011-10,2011-10,0,UK
545545,20996,JAZZ HEARTS ADDRESS BOOK,2,03-03-11 15:02,0.42,17841,United Kingdom,0.84,2011-03,2010-12,3,UK
571937,84596G,SMALL CHOCOLATES PINK BOWL,16,20-10-11 9:28,0.42,14911,EIRE,6.72,2011-10,2010-12,10,International
540552,82494L,WOODEN FRAME ANTIQUE WHITE,6,10-01-11 9:44,2.95,16350,United Kingdom,17.7,2011-01,2011-01,0,UK
563937,20978,36 PENCILS TUBE SKULLS,16,22-08-11 9:10,1.25,18204,United Kingdom,20,2011-08,2011-05,3,UK
559151,84378,SET OF 3 HEART COOKIE CUTTERS,6,06-07-11 15:02,1.25,17389,United Kingdom,7.5,2011-07,2011-03,4,UK
576252,21191,LARGE WHITE HONEYCOMB PAPER BELL,12,14-11-11 13:55,2.1,14418,United Kingdom,25.2,2011-11,2011-08,3,UK
564953,48187,DOORMAT NEW ENGLAND,10,31-08-11 13:37,6.75,17588,United Kingdom,67.5,2011-08,2011-04,4,UK
571475,22112,CHOCOLATE HOT WATER BOTTLE,1,17-10-11 14:42,4.95,15033,United Kingdom,4.95,2011-10,2011-01,9,UK
569842,23535,WALL ART BICYCLE SAFETY,4,06-10-11 13:28,5.95,13426,United Kingdom,23.8,2011-10,2011-01,9,UK
570197,46776F,WOVEN ROSE GARDEN CUSHION COVER,1,07-10-11 15:45,4.95,13755,United Kingdom,4.95,2011-10,2011-10,0,UK
549118,21471,STRAWBERRY RAFFIA FOOD COVER,6,06-04-11 13:18,3.75,14911,EIRE,22.5,2011-04,2010-12,4,International
557620,21034,REX CASH+CARRY JUMBO SHOPPER,1,21-06-11 13:58,0.95,14408,United Kingdom,0.95,2011-06,2011-06,0,UK
555092,22150,3 STRIPEY MICE FELTCRAFT,3,31-05-11 13:08,1.95,16483,United Kingdom,5.85,2011-05,2011-05,0,UK
543975,90014A,SILVER/MOP ORBIT NECKLACE,2,14-02-11 15:23,9.95,17231,United Kingdom,19.9,2011-02,2010-12,2,UK
562893,23360,SET 8 CANDLES VINTAGE DOILY,12,10-08-11 12:25,1.95,17442,United Kingdom,23.4,2011-08,2011-06,2,UK
564716,23203,JUMBO BAG VINTAGE DOILY,10,28-08-11 11:02,2.08,14810,United Kingdom,20.8,2011-08,2010-12,8,UK
539477,22808,SET OF 6 T-LIGHTS EASTER CHICKS,6,19-12-10 14:58,2.95,18245,United Kingdom,17.7,2010-12,2010-12,0,UK
578757,22109,FULL ENGLISH BREAKFAST PLATE,1,25-11-11 11:41,3.75,12748,United Kingdom,3.75,2011-11,2010-12,11,UK
552062,18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,24,06-05-11 10:45,0.18,13117,United Kingdom,4.32,2011-05,2010-12,5,UK
576213,17012C,ORIGAMI LAVENDER INCENSE/CANDL SET,1,14-11-11 12:47,0.85,18117,United Kingdom,0.85,2011-11,2011-11,0,UK
580865,22557,PLASTERS IN TIN VINTAGE PAISLEY,1,06-12-11 11:58,1.65,17914,United Kingdom,1.65,2011-12,2011-12,0,UK
564742,22976,CIRCUS PARADE CHILDRENS EGG CUP,3,28-08-11 15:01,1.25,17346,United Kingdom,3.75,2011-08,2010-12,8,UK
559507,47504K,ENGLISH ROSE GARDEN SECATEURS,1,08-07-11 15:22,0.79,15920,United Kingdom,0.79,2011-07,2011-07,0,UK
537464,22114,HOT WATER BOTTLE TEA AND SYMPATHY,8,07-12-10 10:14,3.95,14907,United Kingdom,31.6,2010-12,2010-12,0,UK
548188,22919,HERB MARKER MINT,2,29-03-11 15:12,0.65,13263,United Kingdom,1.3,2011-03,2011-03,0,UK
575837,23302,KNEELING MAT HOUSEWORK  DESIGN,1,11-11-11 11:37,1.65,12748,United Kingdom,1.65,2011-11,2010-12,11,UK
572302,22992,REVOLVER WOODEN RULER,1,23-10-11 14:47,1.95,15427,United Kingdom,1.95,2011-10,2011-10,0,UK
550276,22041,"RECORD FRAME 7"" SINGLE SIZE""",24,15-04-11 12:48,2.55,12989,United Kingdom,61.2,2011-04,2011-04,0,UK
545222,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,01-03-11 8:49,1.25,13880,United Kingdom,15,2011-03,2011-03,0,UK
578522,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,2,24-11-11 14:09,1.45,17254,United Kingdom,2.9,2011-11,2011-11,0,UK
538051,22603,CHRISTMAS RETROSPOT TREE WOOD,6,09-12-10 13:24,0.85,18041,United Kingdom,5.1,2010-12,2010-12,0,UK
536415,22565,FELTCRAFT HAIRBANDS PINK AND WHITE,3,01-12-10 11:57,0.85,12838,United Kingdom,2.55,2010-12,2010-12,0,UK
580258,21169,YOU'RE CONFUSING ME METAL SIGN,48,02-12-11 12:28,1.45,13798,United Kingdom,69.6,2011-12,2010-12,12,UK
572242,21232,STRAWBERRY CERAMIC TRINKET BOX,12,21-10-11 15:36,1.25,15677,United Kingdom,15,2011-10,2011-10,0,UK
569790,23296,SET OF 6 TEA TIME BAKING CASES,4,06-10-11 11:42,1.25,15910,United Kingdom,5,2011-10,2011-01,9,UK
576592,21169,YOU'RE CONFUSING ME METAL SIGN,4,15-11-11 14:47,1.69,13614,United Kingdom,6.76,2011-11,2011-01,10,UK
558888,22844,VINTAGE CREAM DOG FOOD CONTAINER,3,04-07-11 15:29,8.5,14056,United Kingdom,25.5,2011-07,2011-02,5,UK
